VENDOR,SUPPLIER CODE,ITEM CODE,SHORT DESCRIPTION,NOTES,NZ RRP EXCL,NZ DEALER EXCL
Cleerline,2RMD50125OM3R,2RMD50125OM3R,"2 Strand SSF™ Rugged Micro-Distribution LT, Riser I/O, 50/125, OM3 - 305m spool",Riser-Indoor/Outdoor MM OM3,"$3,723","$2,350"
Cleerline,2RMD9125OS2R,2RMD9125OS2R,"2 Strand SSF™ Rugged Micro-Distribution LT, Riser I/O, 9/125, G657 A2/B2 OS2 - 305m spool",Riser-Indoor/Outdoor SM 0S2,"$2,907","$1,835"
Cleerline,2TMD9125OS2PU,2TMD9125OS2PU,2 Strand SSF™ Tactical Micro-Distribution OS2 Fiber Blk - 305m spool,*Special price - limited stock remaining*,"$1,362",$929
Cleerline,4B50125OM3P,4B50125OM3P,"4 Strand SSF™ Breakout, Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,"$5,103","$3,221"
Cleerline,4D50125MOM3P,4D50125MOM3P,"4 Strand SSF™ Micro-Distribution LT, Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,"$2,397","$1,513"
Cleerline,4D9125SMOS2P,4D9125SMOS2P,"4 Strand SSF™ Micro-Distribution LT, Plenum I/O, 9/125 G657 A2/B2 OS2 - 305m spool",Plenum-Indoor/Outdoor SM 0S2,"$1,358",$857
Cleerline,6ACS50125OM3PE,6ACS50125OM3PE,"6 Strand SSF™ Armored Direct Burial Micro-Distribution LT, PE/OSP/Burial, 50/125, OM3 - 305m spool",Armored-Outdoor MM OM3,"$7,477","$4,720"
Cleerline,6ACS50125OM4PE,6ACS50125OM4PE,"6 Strand SSF™ Armored Direct Burial Micro-Distribution LT, PE/OSP/Burial, 50/125, OM4 - 305m spool",Armored-Outdoor MM OM4,"$8,605","$5,432"
Cleerline,6ACS9125OS2PE,6ACS9125OS2PE,"6 Strand SSF™ Armored Direct Burial Micro-Distribution LT, PE/OSP/Burial, 9/125, G657 A2/B2 OS2 - 305m spool",Armored-Outdoor SM OS2,"$4,872","$3,075"
Cleerline,6ACS9125OS2PE-B2K,6ACS9125OS2PE-B2K,"6 Strand SSF™ Armored Direct Burial Micro-Distribution LT, PE/OSP/Burial, 9/125, G657 A2/B2 OS2 - 610m spool",Armored-Outdoor SM OS2,"$9,743","$6,150"
Cleerline,6D50125MOM3P,6D50125MOM3P,"6 Strand SSF™ Micro-Distribution LT, Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,"$3,235","$2,042"
Cleerline,6D50125MOM3P-BK,6D50125MOM3P-BK,"6 Strand SSF™ Micro-Distribution LT, Black, Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,"$3,235","$2,042"
Cleerline,6D50125MOM4P,6D50125MOM4P,"6 Strand SSF™ Micro-Distribution LT, Plenum I/O, 50/125, OM4 - 305m spool",Plenum-Indoor/Outdoor MM OM4,"$3,736","$2,358"
Cleerline,6D9125SMOS2P,6D9125SMOS2P,"6 Strand SSF™ Micro-Distribution LT, Plenum I/O, 9/125, G657 A2/B2 OS2 - 305m spool",Plenum-Indoor/Outdoor SM 0S2,"$1,592","$1,005"
Cleerline,6D9125SMOS2P-B2K,6D9125SMOS2P-B2K,"6 Strand SSF™ Micro-Distribution LT, Plenum I/O, 9/125, G657 A2/B2 OS2 - 610m spool",Plenum-Indoor/Outdoor SM 0S2,"$3,184","$2,010"
Cleerline,6DJMD50125OM3R,6DJMD50125OM3R,"6 Strand SSF™ Double Jacket Micro-Distribution LT, Riser I/O, 50/125, OM3 - 305m spool",Riser-Indoor/Outdoor MM OM3,"$4,692","$2,962"
Cleerline,6DJMD50125OM4R,6DJMD50125OM4R,"6 Strand SSF™ Double Jacket Micro-Distribution LT, Riser I/O, 50/125, OM4 - 305m spool",Riser-Indoor/Outdoor MM OM4,"$5,388","$3,401"
Cleerline,6DJMD9125OS2R,6DJMD9125OS2R,"6 Strand SSF™ Double Jacket Micro-Distribution LT, Riser I/O, 9/125, G657 A2/B2 OS2 - 305m spool",Riser-Indoor/Outdoor SM 0S2,"$2,610","$1,648"
Cleerline,6IAD50125MOM3P,6IAD50125MOM3P,"6 Strand SSF™ Interlocking Armored Micro-Distribution LT, Plenum, 50/125, OM3 - 305m spool",Armored-Indoor MM OM3,"$9,489","$5,990"
Cleerline,6IAD50125MOM4P,6IAD50125MOM4P,"6 Strand SSF™ Interlocking Armored Micro-Distribution LT, Plenum, 50/125, OM4 - 305m spool",Armored-Indoor MM OM4,"$10,925","$6,897"
Cleerline,6IAD9125SMOS2P,6IAD9125SMOS2P,"6 Strand SSF™ Interlocking Armored Micro-Distribution LT, Plenum, 9/125, G657 A2/B2 OS2 - 305m spool",Armored-Indoor SM OS2,"$7,064","$4,459"
Cleerline,6RMD50125OM3R,6RMD50125OM3R,"6 Strand SSF™ Rugged Micro-Distribution LT, Riser I/O, 50/125, OM3 - 305m spool",Riser-Indoor/Outdoor MM OM3,"$5,629","$3,553"
Cleerline,6RMD50125OM4R,6RMD50125OM4R,"6 Strand SSF™ Rugged Micro-Distribution LT, Riser I/O, 5/125, OM4 - 305m spool",Riser-Indoor/Outdoor MM OM4,"$6,497","$4,101"
Cleerline,6RMD9125OS2R,6RMD9125OS2R,"6 Strand SSF™ Rugged Micro-Distribution LT, Riser I/O, 9/125, G657 A2/B2 OS2 - 305m spool",Riser-Indoor/Outdoor SM 0S2,"$3,505","$2,213"
Cleerline,6RMD9125OS2R-B2K,6RMD9125OS2R-B2K,"6 Strand SSF™ Rugged Micro-Distribution LT, Riser I/O, 9/125, G657 A2/B2 OS2 - 610m spool",Riser-Indoor/Outdoor SM 0S2,"$7,011","$4,426"
Cleerline,BC35MMP5,BC35MMP5,3.5mm Mono Female Connectors -BC -5 Pack,,$73,$46
Cleerline,BCBNCP10,BCBNCP10,BNC Male Connectors -BC -10 Pack,,$188,$119
Cleerline,BCFP10,BCFP10,F Male Connectors -BC -10 Pack,,$96,$61
Cleerline,BCRCAFP10,BCRCAFP10,RCA Female Connectors - BC-10 Pack,,$104,$65
Cleerline,BCRCAP50,BCRCAP50,RCA Male Connectors-BC Series - 50 Pack,,$442,$279
Cleerline,BCRTRCAP5,BCRTRCAP5,RCA Male Right Angle Connectors - BC - 5 Pack,,$99,$62
Cleerline,CITK01,CITK01,Cutter/Screwdriver Tool Kit - Each,,$70,$44
Cleerline,CXDCHD250,CXDCHD250,Planet Waves™ Dual HD Coax - Black - 76m Box,,$911,$575
Cleerline,CXSCHD250,CXSCHD250,Planet Waves™ Single HD Coax - Black - 76m Box,,$450,$284
Cleerline,CXSCHD250R,CXSCHD250R,Planet Waves™ Single HD Coax - Red - 76m Box,,$450,$284
Cleerline,CXSCHD250W,CXSCHD250W,Planet Waves™ Single HD Coax - White - 76m Box,,$450,$284
Cleerline,CXSCP500,CXSCP500,Planet Waves™ Pre-Wire Coax- Single - Black - 152m spool,,$534,$337
Cleerline,CXSCP500W,CXSCP500W,Planet Waves™ Pre-Wire Coax- Single - White - 152m spool,,$534,$337
Cleerline,D29125SMOSP,D29125SMOSP,"Duplex SSF™ Plenum I/O, 9/125, G657 A2/B2 OS2 - 305m spool",Plenum-Indoor/Outdoor SM 0S2,"$1,184",$748
Cleerline,D29125SMOSP-500M,D29125SMOSP-500M,"Duplex SSF™ Plenum I/O, 9/125, G657 A2/B2 OS2 - 500m spool",Plenum-Indoor/Outdoor SM 0S2,"$1,942","$1,226"
Cleerline,D50125MOM3P,D50125MOM3P,"Duplex SSF™ Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,"$1,751","$1,105"
Cleerline,D50125MOM3P-BK,D50125MOM3P-BK,"Duplex SSF™ Black, Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,"$1,751","$1,105"
Cleerline,D50125MOM3R,D50125MOM3R,"Duplex SSF™ Riser, 50/125, OM3 - 305m spool",Riser-Indoor MM OM3,"$1,489",$940
Cleerline,D50125MOM4P,D50125MOM4P,"Duplex SSF™ Plenum I/O, 50/125, OM4 - 305m spool",Plenum-Indoor/Outdoor MM OM4,"$2,013","$1,271"
Cleerline,FAN0436M250,FAN0436M250,"SSF™ 4 Fiber Buffer Tube Fan-Out Kit, 900 µm 36"" Legs, Accepts 250 µm - Each",,$35,$25
Cleerline,FAN0636M250,FAN0636M250,"SSF™ 6 Fiber Buffer Tube Fan-Out Kit, 900 µm 36"" Legs, Accepts 250 µm - Each",,$43,$29
Cleerline,FAN1236M250,FAN1236M250,"SSF™ 12 Fiber Buffer Tube Fan-Out Kit, 900 µm 36"" Legs, Accepts 250 µm - Each",,$54,$34
Cleerline,FAN2436M250,FAN2436M250,"SSF™ 24 Fiber Buffer Tube Fan-Out Kit, 900 µm 36"" Legs, Accepts 250 µm - Each",,$110,$69
Cleerline,PCR-L01,PCR-L01,Large portable cable reel - Each,,$975,$615
Cleerline,PCR-M01,PCR-M01,Medium portable cable reel - Each,,$607,$383
Cleerline,PCR-S01,PCR-S01,Small portable cable reel - Each,,$387,$245
Cleerline,PCR-XL01,PCR-XL01,XLarge portable cable reel with casters - Each,,"$1,366",$862
Cleerline,PW-MP-06,PW-MP-06,"1/8"" Stereo Mini cable to Planet Waves dual 6ft. cable - Each",,$28,$17
Cleerline,PW-OPT-15m,PW-OPT-15m,Optical Cable - 15 meter - Each,,$127,$80
Cleerline,PW-OPT-1m,PW-OPT-1m,Optical Cable - 1 meter - Each,,$30,$19
Cleerline,PW-OPT-2m,PW-OPT-2m,Optical Cable - 2 meter - Each,,$37,$24
Cleerline,PW-OPT-3m,PW-OPT-3m,Optical Cable - 3 meter - Each,,$47,$30
Cleerline,PW-OPT-5m,PW-OPT-5m,Optical Cable - 5 meter - Each,,$57,$36
Cleerline,RCAP50,RCAP50,RCA Male Connectors - HD - 50 Pack,,$769,$485
Cleerline,S19125SMOSP,S19125SMOSP,"Simplex SSF™ Plenum I/O, 9/125, G657 A2/B2 OS2 - 305m spool",Plenum-Indoor/Outdoor SM 0S2,$684,$431
Cleerline,S50125MOM3P,S50125MOM3P,"Simplex SSF™ Plenum I/O, 50/125, OM3 - 305m spool",Plenum-Indoor/Outdoor MM OM3,$960,$606
Cleerline,S50125MOM4P,S50125MOM4P,"Simplex SSF™ Plenum I/O, 50/125, OM4 - 305m spool",Plenum-Indoor/Outdoor MM OM4,"$1,100",$694
Cleerline,SBOK0640M250,SBOK0640M250,"SSF™ 6 Fiber Spider Breakout Kit, 2 mm, 40” Legs, Accepts 250 µm - Each",,$85,$54
Cleerline,SBOK1240M250,SBOK1240M250,"SSF™ 12 Fiber Spider Breakout Kit, 2 mm, 40” Legs, Accepts 250 µm - Each",,$100,$63
Cleerline,SS-40-900,SS-40-900,"40 mm splice sleeve, 3.0 mm, Inner Diameter 1.35 mm - 50 Pack",,$34,$22
Cleerline,SS-60-900,SS-60-900,"60 mm splice sleeve, 3.0 mm, Inner Diameter 1.35 mm - 50 Pack",,$42,$27
Cleerline,SSF-02E-Cleaver,SSF-02E-Cleaver,FKIT02E Cleaver only with case - Each,,$937,$591
Cleerline,SSF-06BLANK,SSF-06BLANK,"Adapter Plate, 6ea Blank Openings, (Holds 6 SC Simplex or 6 LC Duplex Adapters) - Each",,$19,$12
Cleerline,SSF-1CLK-LC,SSF-1CLK-LC,SSF one click cleaner LC @ 1.25mm - Each,,$103,$65
Cleerline,SSF-1CLK-SC,SSF-1CLK-SC,"SSF one click cleaner SC, ST, FC @ 2.5mm - Each",,$103,$65
Cleerline,SSF-1RU-E3,SSF-1RU-E3,"1RU Enclosure, Empty, Holds up to 3 plates, comes w/ Flush Mount Rack Ears - Each",Indoor,$501,$316
Cleerline,SSF-1RUME-12AC,SSF-1RUME-12AC,12 slot fiber chassis with one AC power supply and fans for SSF series converters - Each,,"$1,026",$648
Cleerline,SSF-1x4POE-RUGGED,SSF-1x4POE-RUGGED,Industrial Gigabit switch PoE+ 120W budget 4x 10/100/1000Base-Tx to 1x 1000Base-X SFP - Each,Indoor/Outdoor,$803,$507
Cleerline,SSF-2RU-E6,SSF-2RU-E6,"2RU Enclosure, Empty, Holds up to 6 plates, comes w/ Flush Mount Rack Ears - Each",Indoor,$626,$395
Cleerline,SSF-2x8POE-RUGGED,SSF-2x8POE-RUGGED,Industrial Gigabit switch PoE+ 240W budget 8x 10/100/1000Base-Tx to 2x 1000Base-X SFP - Each,Indoor/Outdoor,"$1,277",$806
Cleerline,SSF-4RU-E12,SSF-4RU-E12,"4RU Enclosure, Empty, Holds up to 12 plates, comes w/ Flush Mount Rack Ears - Each",Indoor,"$1,001",$632
Cleerline,SSF-ACS-TOOL,SSF-ACS-TOOL,Armored cable slitting tool - Each,,$226,$143
Cleerline,SSF-AQUAKLEEN,SSF-AQUAKLEEN,"Fiber optic cleaning spray, 2oz - Each",,$55,$35
Cleerline,SSF-BLANK,SSF-BLANK,"Adapter Plate, Blank, Black - Each",,$17,$11
Cleerline,SSF-CKIT01E,SSF-CKIT01E,Fiber Optic cleaning kit. Includes a variety of cleaners and consumables - Each,,$646,$408
Cleerline,SSF-CLRMMLCLC-125,SSF-CLRMMLCLC-125,"Transparent SSF MM 50/125µm, 900µm, terminated LCLC, 125ft / 38m - Each",Indoor- MM OM2,$108,$68
Cleerline,SSF-CLRMMLCLC-75,SSF-CLRMMLCLC-75,"Transparent SSF MM 50/125µm, 900µm, terminated LCLC, 75ft / 23m - Each",Indoor- MM OM2,$89,$56
Cleerline,SSF-CLRMMSCSC-125,SSF-CLRMMSCSC-125,"Transparent SSF MM 50/125µm, 900µm, terminated SCSC, 125ft / 38m - Each",Indoor- MM OM2,$106,$67
Cleerline,SSF-CLRMMSCSC-75,SSF-CLRMMSCSC-75,"Transparent SSF MM 50/125µm, 900µm, terminated SCSC, 75ft / 23m - Each",Indoor- MM OM2,$86,$54
Cleerline,SSF-FCS1264,SSF-FCS1264,"Fiber cable slitter and ring tool, 1.2mm to 6.4mm 
 - Each",,$93,$59
Cleerline,SSF-FKIT02E,SSF-FKIT02E,Cleerline Basic Fiber Termination Kit - Each,,"$1,619","$1,022"
Cleerline,SSF-FKIT03P,SSF-FKIT03P,Cleerline Professional Fiber Termination Kit - Each,,"$4,312","$2,722"
Cleerline,SSF-LC-MMFPC-02,SSF-LC-MMFPC-02,"Cleerline™ LC/UPC Multimode OM3-4 Connector for 250µm, 900µm, 2mm, 3mm - 2 Pack",,$72,$46
Cleerline,SSF-LC-MMFPC-10,SSF-LC-MMFPC-10,"Cleerline™ LC/UPC Multimode OM3-4 Connector for 250µm, 900µm, 2mm, 3mm - 10 Pack",,$341,$215
Cleerline,SSF-LC-MMFPC-CL,SSF-LC-MMFPC-CL,SSF™ LC MM Duplex Connector clip w/Polarity Tubes (Aqua) - 100 Pack,,$191,$121
Cleerline,SSF-LC-SMAPC-10,SSF-LC-SMAPC-10,"Cleerline™ LC/APC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - 10 Pack",,$438,$276
Cleerline,SSF-LC-SMAPC-CL,SSF-LC-SMAPC-CL,SSF™ LC SM/APC Duplex Connector clip w/Polarity Tubes (Green) - 100 Pack,,$191,$121
Cleerline,SSF-LC-SMUPC-02,SSF-LC-SMUPC-02,"Cleerline™ LC/UPC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - 2 Pack",,$77,$48
Cleerline,SSF-LC-SMUPC-10,SSF-LC-SMUPC-10,"Cleerline™ LC/UPC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - 10 Pack",,$373,$236
Cleerline,SSF-LC-SMUPC-CL,SSF-LC-SMUPC-CL,SSF™ LC SM/UPC Duplex Connector clip w/Polarity Tubes (Blue) - 100 Pack,,$191,$121
Cleerline,SSF-MICRO-400X,SSF-MICRO-400X,400x Hand held optical Inspection scope - Each,,$646,$408
Cleerline,SSF-MICROV-250X,SSF-MICROV-250X,250x Fiber Optic Video Microscope with 1.25mm LC and 2.5mm SC one-click cleaners - Each,,"$3,857","$2,435"
Cleerline,SSF-PULLEYE1318,SSF-PULLEYE1318,Heavy duty pulling eyelet/sock/swivel for cable diameters 13mm to 18mm - Each,,$83,$52
Cleerline,SSF-PULLEYE1825,SSF-PULLEYE1825,Heavy duty pulling eyelet/sock/swivel for cable diameters 18mm to 25mm - Each,,$86,$54
Cleerline,SSF-PULLEYE68,SSF-PULLEYE68,Heavy duty pulling eyelet/sock for cable diameters 6mm to 8mm - Each,,$80,$50
Cleerline,SSF-PULLEYE712,SSF-PULLEYE712,Heavy duty pulling eyelet/sock/swivel for cable diameters 7mm to 12mm - Each,,$80,$50
Cleerline,SSF-PULLEYED,SSF-PULLEYED,Pulling eyelet for Duplex or AOC type cables - Each,,$51,$33
Cleerline,SSF-PULLEYEM,SSF-PULLEYEM,Pulling eyelet for Multiple Cable types and terminated cable assemblies - Each,,$93,$59
Cleerline,SSF-QSFP-100GDR1,SSF-QSFP-100GDR1,"100G QSFP28 DR1 optical transceiver, SM, single lambda 1310nm, 500m reach, Dual LC - Each",,"$1,891","$1,194"
Cleerline,SSF-QSFP-40GSR2,SSF-QSFP-40GSR2,"40G QSFP+ SR2 BiDi 100m/OM3 or 150m/OM4, Dual LC - Each",,"$1,875","$1,183"
Cleerline,SSF-RCS-TOOL,SSF-RCS-TOOL,Radial cable stripper tool - Each,,$82,$52
Cleerline,SSF-SCLC-MMADP,SSF-SCLC-MMADP,Multimode SC Female to LC Male Fiber Optic Adapter - Each,,$49,$31
Cleerline,SSF-SCLC-SMADP,SSF-SCLC-SMADP,Single-mode SC Male to LC Female Fiber Optic Adapter - Each,,$49,$31
Cleerline,SSF-SC-MMFPC-10,SSF-SC-MMFPC-10,"Cleerline™ SC/UPC Multimode OM3-4 Connector for 250µm, 900µm, 2mm, 3mm - 10 Pack",,$243,$154
Cleerline,SSF-SC-SMAPC-10,SSF-SC-SMAPC-10,"Cleerline™ SC/APC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - 10 Pack",,$305,$193
Cleerline,SSF-SC-SMUPC-10,SSF-SC-SMUPC-10,"Cleerline™ SC/UPC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - 10 Pack",,$256,$162
Cleerline,SSF-SERIAL-RUGGED,SSF-SERIAL-RUGGED,Industrial RS232/RS485/RS422 Serial to Fiber Converter - Set,,"$1,438",$908
Cleerline,SSF-SFP28-25GLR,SSF-SFP28-25GLR,"25G SFP28 LR transceiver SM 1310nm, 10Km reach, Dual LC - Each",,$375,$237
Cleerline,SSF-SFP28-25GSR,SSF-SFP28-25GSR,"25G SFP28 SR transceiver MM 850nm, 100m reach, Dual LC - Each",,$257,$163
Cleerline,SSF-SFP-MM10G,SSF-SFP-MM10G,"10G SFP+ transceiver MM 10GBase-SR, 850nm, 300m max reach - Each",,$119,$75
Cleerline,SSF-SFP-MM1G,SSF-SFP-MM1G,"1.25G SFP transceiver MM 1000Base-SX, 850nm, 550m max reach, w/DDM - Each",,$72,$46
Cleerline,SSF-SFP-RJ45-10G,SSF-SFP-RJ45-10G,"10G Ethernet to 10G Base-X SFP+ extender, AC US power supply - Each",Indoor,"$1,215",$767
Cleerline,SSF-SFP-RJ45-1G,SSF-SFP-RJ45-1G,"Gigabit 10/100/1000Base-Tx to 100/1000Base-X SFP extender, AC US power supply - Each",Indoor,$272,$172
Cleerline,SSF-SFP-RJ452POE-1G,SSF-SFP-RJ452POE-1G,"Gigabit 10/100/1000Base-Tx 2xRJ45 to 100/1000Base-X SFP extender, PoE+ 30W, AC US power supply - Each",Indoor,$573,$361
Cleerline,SSF-SFP-SFP-CON,SSF-SFP-SFP-CON,"Gigabit 1000Base-X to 1000Base-X SFP to SFP converter, AC US power supply - Each",Indoor,$272,$172
Cleerline,SSF-SFP-SFP-CON10G,SSF-SFP-SFP-CON10G,"10G Base-X SFP+ to SFP+ converter, AC US power supply - Each",Indoor,"$1,215",$767
Cleerline,SSF-SFP-SM10G,SSF-SFP-SM10G,"10G SFP+ transceiver SM 10GBase-LR, 1310nm, 20Km max reach - Each",,$171,$108
Cleerline,SSF-SFP-SM10GBDA,SSF-SFP-SM10GBDA,"10G SFP+ transceiver SM BiDi T:1270/R:1330nm, 20Km max reach - Each",,$288,$182
Cleerline,SSF-SFP-SM10GBDB,SSF-SFP-SM10GBDB,"10G SFP+ transceiver SM BiDi T:1330/R:1270nm, 20Km max reach - Each",,$288,$182
Cleerline,SSF-SFP-SM1G,SSF-SFP-SM1G,"1.25G SFP transceiver SM 1000Base-LX, 1310nm, 20Km max reach, w/DDM - Each",,$74,$47
Cleerline,SSF-SFP-SM1GBDA,SSF-SFP-SM1GBDA,"1.25G SFP transceiver SM BiDi T:1310/R:1550nm, 20Km max reach, w/DDM - Each",,$108,$68
Cleerline,SSF-SFP-SM1GBDB,SSF-SFP-SM1GBDB,"1.25G SFP transceiver SM BiDi T:1550/R:1310nm, 20Km max reach, w/DDM - Each",,$149,$94
Cleerline,SSF-SHEARS,SSF-SHEARS,Fiber optic cutting shears - Each,,$126,$80
Cleerline,SSF-SPLICE-10,SSF-SPLICE-10,SSF™ Mechanical Splice Connectors - 10 Pack,,$127,$80
Cleerline,SSF-SPLICEOC-10,SSF-SPLICEOC-10,SSF™ Mechanical Splice Outdoor Cover - 10 Pack,,$149,$94
Cleerline,SSF-SPLICE-TOOL,SSF-SPLICE-TOOL,Mechanical Splicer Tool - Each,,$49,$31
Cleerline,SSF-ST-MMUPC-02,SSF-ST-MMUPC-02,"Cleerline™ ST/UPC Multimode OM3-4 Connector for 250µm, 900µm, 2mm, 3mm - MP (2x1ea)",,$75,$47
Cleerline,SSF-ST-SMAPC-02,SSF-ST-SMAPC-02,"Cleerline™ ST/APC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - MP (2x1ea)",,$91,$57
Cleerline,SSF-ST-SMUPC-02,SSF-ST-SMUPC-02,"Cleerline™ ST/UPC Single-mode OS2 Connector for 250µm, 900µm, 2mm, 3mm - MP (2x1ea)",,$81,$51
Cleerline,SSF-SWM-SOLID-NL-E1,SSF-SWM-SOLID-NL-E1,"Extra small, empty wall mount enclosure. Fits 1 LGX adapter plate - Each",Indoor,$192,$121
Cleerline,SSF-SWM-SPLIT-WL-E2,SSF-SWM-SPLIT-WL-E2,"Small, empty wall mount with split metal door, with one lock/key. Fits 2 LGX adapter plates - Each",Indoor,$303,$191
Cleerline,SSF-TKITE-200,SSF-TKITE-200,Cleerline Basic Fiber Testing Kit - Each,Supercedes SSF-TKITE-100,"$2,595","$1,638"
Cleerline,SSF-TKITP-500,SSF-TKITP-500,Cleerline Professional Fiber Testing Kit With Data - Each,,"$5,211","$3,289"
Cleerline,SSF-TRIHOLEP,SSF-TRIHOLEP,SSF fiber optic strippers with polymer stripping opening - Each,,$105,$66
Cleerline,SSF-VFL-100,SSF-VFL-100,Visual Fault Locator for SC / 2.5mm - Each,,$157,$99
Cleerline,SSF-VFL-100LC,SSF-VFL-100LC,Visual Fault Locator for LC / 1.25mm - Each,,$142,$89
Cleerline,SSF-VFL-250-ADP,SSF-VFL-250-ADP,Visual Fault Locator with a 650-nm visible red laser diode. 2.5mm with 1.25mm adapter - Each,,$519,$328
Cleerline,V7+,V7+,FKIT03P Cleaver only with case and side auto trash collector - Each,,"$3,055","$1,928"
Cleerline,VFL-ADP,VFL-ADP,Visual Fault Locator Adaptor Convert f2.5 to f1.25 mm Ferrule - Each,,$123,$77
Flat Panel Audio,DML500-BLK,DML500-BLK,Single Distributed Mode Loudspeaker (DML) - Black,5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$8,073","$4,977"
Flat Panel Audio,DML500-WHT,DML500-WHT,Single Distributed Mode Loudspeaker (DML) - White,5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$8,073","$4,977"
Flat Panel Audio,DML500-CUS,DML500-CUS,Single Distributed Mode Loudspeaker (DML) - Custom select RAL powder coat finishes,5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$12,506","$7,709"
Flat Panel Audio,DML500W,DML500W,Single Distributed Mode Loudspeaker (DML) - weather resistant,5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$12,632","$7,787"
Flat Panel Audio,DML500A,DML500A,Single Distributed Mode Loudspeaker - architectural,5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$6,300","$3,884"
Flat Panel Audio,LS212-BLK,LS212-BLK,"Double 12"" Low Profile Compact Passive Subwoofer - Black",5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$11,119","$6,415"
Flat Panel Audio,LS212-WHT,LS212-WHT,"Double 12"" Low Profile Compact Passive Subwoofer - White",5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$11,916","$6,874"
Flat Panel Audio,LS118,LS118,"Single 18"" Front Firing Passive Subwoofer (built to order)",5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$15,901","$9,174"
Flat Panel Audio,LS208-BLK,LS208-BLK,"Double 8"" High Output Compact Passive Subwoofer - Black",5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$6,336","$3,656"
Flat Panel Audio,LS208-WHT,LS208-WHT,"Double 8"" High Output Compact Passive Subwoofer - White",5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$6,336","$3,656"
Flat Panel Audio,LS218,LS218,"Double 18"" High Output Concert Passive Subwoofer w/ Rigging Points (built-to-order)",5 Year Warranty [extend to 6 if LEA Amplifiers are bought as a package],"$27,060","$15,611"
Flat Panel Audio,DFH,DFH,DML Flyware Head,,$317,$195
Flat Panel Audio,DFB,DFB,DML500 Flyware Bar,,$317,$195
Flat Panel Audio,LSB,LSB,LS - Series Subwoofer Flyware Bar,,$317,$195
Flat Panel Audio,HB1,HB1,DML Hanger Bar for flying LS118 Sub from DML500,,$950,$585
Flat Panel Audio,CB1,CB1,Connector Bar for connecting 2 LS bars on an LS118,,$317,$195
Flat Panel Audio,HB2,HB2,DML Hanger Bar for flying LS212 Sub from DML500,,$886,$546
