Manufacturer,Part Number,Short Description,Unit of Measure,NZD MSRP,Dealer's Cost Column 1,Description of Cost for Column 1,Column1,Column2,Column3,Column4,Column5,Column6,Column7,UL/ETL Listed,Currency,DIM Weight,Weight Unit of Measure,SKU/UPC,Model Name,Long Description,Other Description,Serialized Item,Not Available for Sale,Item Status,Manufacturer's Category,Replacement Item Part Number,Replacement Item Model Name,Required Accessories,Optional Accessories,MAP (Minimum Advertised Price),GSA Cost Price,GSA Sell Price,Discount-Off List,Freight Policy,FOB/Ex-works,Freight Class,Drop Ship Y/N?,U.S Energy Star Y/N?,TAA Compliant Y/N?,Certificate of Origin,URL/Link,Manufacturer's Division,InfoComm iQ Category,InfoComm Member Number,Notes,,,
Biamp Systems,415.0053.900,DSPC-Y,PER FOOT,3,2,NZD MSRP - 40%,,,,,,,,N,NZD,0.009979024,Kg,,DSPC-Y,"18 AWG cable, 2 Conductor, plenum rated - Yellow",Cabling,n,n,Current,Cambridge,,,,,3,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0716.900,DSPoE24,EA,1045,1045,NZD MSRP,,,,,,,,N,NZD,4.989512,Kg,,DSPoE24,Netgear 24 Port PoE Switch,Sound Masking Accessories,n,n,Current,Cambridge,,,,,1045,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0850.900,DSQC-10,EA,180,108,NZD MSRP - 40%,,,,,,,,N,NZD,0.453592,Kg,,DSQC-10,In-Room Volume Control for 70V systems,Sound Masking Accessories,n,n,Current,Cambridge,,,,,180,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0880.900,DSRMP-1,EA,303,182,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,DSRMP-1,1 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,303,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0881.900,DSRMP-2,EA,477,286,NZD MSRP - 40%,,,,,,,,N,NZD,0.907184,Kg,,DSRMP-2,2 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,477,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0882.900,DSRMP-3,EA,663,398,NZD MSRP - 40%,,,,,,,,N,NZD,1.814368,Kg,,DSRMP-3,3 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,663,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0883.900,DSRMP-4,EA,847,508,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,DSRMP-4,4 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,847,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0884.900,DSRMP-5,EA,1010,606,NZD MSRP - 40%,,,,,,,,N,NZD,3.628736,Kg,,DSRMP-5,5 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,1010,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0885.900,DSRMP-6,EA,1193,716,NZD MSRP - 40%,,,,,,,,N,NZD,4.082328,Kg,,DSRMP-6,6 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,1193,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0886.900,DSRMP-7,EA,1377,826,NZD MSRP - 40%,,,,,,,,N,NZD,4.53592,Kg,,DSRMP-7,7 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,1377,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0887.900,DSRMP-8,EA,1560,936,NZD MSRP - 40%,,,,,,,,N,NZD,4.989512,Kg,,DSRMP-8,8 zone volume control panel for 70V systems,Control Panels,y,n,Current,Cambridge,,,,,1560,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,552.0204.900,DSSD1-BR12,EA,60,60,NZD MSRP,,,,,,,,N,NZD,1.360776,Kg,,DSSD1-BR12,"SD-1 Mounting Bracket, 12-inch on-center",Emitters,y,n,Current,Cambridge,,,,,60,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,552.0205.900,DSSD1-BR16,EA,60,60,NZD MSRP,,,,,,,,N,NZD,1.814368,Kg,,DSSD1-BR16,"SD-1 Mounting Bracket, 16-inch on-center",Emitters,y,n,Current,Cambridge,,,,,60,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,552.0206.900,DSSD1-BR24,EA,60,60,NZD MSRP,,,,,,,,N,NZD,2.721552,Kg,,DSSD1-BR24,"SD-1 Mounting Bracket, 24-inch on-center",Emitters,y,n,Current,Cambridge,,,,,60,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,449.0060.900,DSSD1-TI,EA,733,733,NZD MSRP,,,,,,,,N,NZD,1.360776,Kg,,DSSD1-TI,SD-1 Solid Drive speaker for drywall,Emitters,y,n,Current,Cambridge,,,,,733,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0852.900,DSSSB-4,EA,143,86,NZD MSRP - 40%,,,,,,,,N,NZD,0.907184,Kg,,DSSSB-4,Tile Bridge for DS1390 or DS1398,Mounts/Brackets,y,n,Current,Cambridge,,,,,143,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0888.900,DSTS10POE,EA,3333,2000,NZD MSRP - 40%,,,,,,,,N,NZD,3.628736,Kg,,DSTS10POE,"Touch Screen Panel PC PoE 10"" & Mount  (pass-through item-no discount)",Sound Masking Accessories,n,n,Current,Cambridge,,,,,3333,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0853.900,DSVC-1,EA,180,108,NZD MSRP - 40%,,,,,,,,N,NZD,3.628736,Kg,,DSVC-1,Attenuator for Volume Control Panel,Sound Masking Accessories,n,n,Current,Cambridge,,,,,180,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0889.900,E-A-B-16-4,EA,990,594,NZD MSRP - 40%,,,,,,,,Y,NZD,1.587572,Kg,,E-A-B-16-4,"Standard Emitters, Black, 4 pack, with 4 x 16 ft black plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,990,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,"For custom color adjustable emitters, an emitter cap (EC-W) can be purchased and spray painted on site. Adjustable emitter caps easily attach to the emitter grill. Contact Biamp for orders exceeding 500 caps for custom color molded caps. For all orders of  adjustable black emitters, CSM will ship white emitters with black emitter caps.",,,
Biamp Systems,911.0890.900,E-A-B-25-4,EA,1120,672,NZD MSRP - 40%,,,,,,,,Y,NZD,1.814368,Kg,,E-A-B-25-4,"Standard Emitters, Black, 4 pack, with 4 x 25 ft black plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1120,,,,,PO,Standard Freight,n,n,N,China / Mexico,https://www.biamp.com,Cambridge,,4911,"For custom color adjustable emitters, an emitter cap (EC-W) can be purchased and spray painted on site. Adjustable emitter caps easily attach to the emitter grill. Contact Biamp for orders exceeding 500 caps for custom color molded caps. For all orders of  adjustable black emitters, CSM will ship white emitters with black emitter caps.",,,
Biamp Systems,911.0891.900,E-A-B-30-4,EA,1157,694,NZD MSRP - 40%,,,,,,,,Y,NZD,1.814368,Kg,,E-A-B-30-4,"Standard Emitters, Black, 4 pack, with 4 x 30 ft black plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1157,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,"For custom color adjustable emitters, an emitter cap (EC-W) can be purchased and spray painted on site. Adjustable emitter caps easily attach to the emitter grill. Contact Biamp for orders exceeding 500 caps for custom color molded caps. For all orders of  adjustable black emitters, CSM will ship white emitters with black emitter caps.",,,
Biamp Systems,911.0893.900,E-A-W-16-4,EA,917,550,NZD MSRP - 40%,,,,,,,,Y,NZD,1.587572,Kg,,E-A-W-16-4,"Standard Emitters, White, 4 pack, with 4 x 16 ft white plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,917,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,"For custom color adjustable emitters, an emitter cap (EC-W) can be purchased and spray painted on site. Adjustable emitter caps easily attach to the emitter grill. Contact Biamp for orders exceeding 500 caps for custom color molded caps.",,,
Biamp Systems,911.0894.900,E-A-W-25-4,EA,973,584,NZD MSRP - 40%,,,,,,,,Y,NZD,1.587572,Kg,,E-A-W-25-4,"Standard Emitters, White, 4 pack, with 4 x 25 ft white plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,973,,,,,PO,Standard Freight,n,n,N,China / Mexico,https://www.biamp.com,Cambridge,,4911,"For custom color adjustable emitters, an emitter cap (EC-W) can be purchased and spray painted on site. Adjustable emitter caps easily attach to the emitter grill. Contact Biamp for orders exceeding 500 caps for custom color molded caps.",,,
Biamp Systems,911.0895.900,E-A-W-30-4,EA,1083,650,NZD MSRP - 40%,,,,,,,,Y,NZD,1.814368,Kg,,E-A-W-30-4,"Standard Emitters, White, 4 pack, with 4 x 30 ft white plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1083,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,"For custom color adjustable emitters, an emitter cap (EC-W) can be purchased and spray painted on site. Adjustable emitter caps easily attach to the emitter grill. Contact Biamp for orders exceeding 500 caps for custom color molded caps.",,,
Biamp Systems,368.0300.900,EC-B,EA,20,12,NZD MSRP - 40%,,,,,,,,N,NZD,0.056699,Kg,,EC-B,"Black cap for Standard Emitters only, for custom painting ",Sound Masking Accessories,n,n,Current,Cambridge,,,,,20,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,368.0301.900,EC-W,EA,17,10,NZD MSRP - 40%,,,,,,,,N,NZD,0.0113398,Kg,,EC-W,"White cap for Standard Emitters only, for custom painting",Sound Masking Accessories,n,n,Current,Cambridge,,,,,17,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0896.900,E-P-B-16-4,EA,1083,650,NZD MSRP - 40%,,,,,,,,Y,NZD,1.814368,Kg,,E-P-B-16-4,"Active Emitters, Black, 4 pack, with 4 x 16 ft black plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1083,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0897.900,E-P-B-25-4,EA,1250,750,NZD MSRP - 40%,,,,,,,,Y,NZD,2.26796,Kg,,E-P-B-25-4,"Active Emitters, Black, 4 pack, with 4 x 25 ft black plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1250,,,,,PO,Standard Freight,n,n,N,China / Mexico,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0898.900,E-P-B-30-4,EA,1250,750,NZD MSRP - 40%,,,,,,,,Y,NZD,1.587572,Kg,,E-P-B-30-4,"Active Emitters, Black, 4 pack, with 4 x 30 ft black plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1250,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0899.900,E-P-W-16-4,EA,1047,628,NZD MSRP - 40%,,,,,,,,Y,NZD,1.587572,Kg,,E-P-W-16-4,"Active Emitters, White, 4 pack, with 4 x 16 ft white plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1047,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0900.900,E-P-W-25-4,EA,1100,660,NZD MSRP - 40%,,,,,,,,Y,NZD,0.907184,Kg,,E-P-W-25-4,"Active Emitters, White, 4 pack, with 4 x 25 ft white plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1100,,,,,PO,Standard Freight,n,n,N,China / Mexico,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0901.900,E-P-W-30-4,EA,1213,728,NZD MSRP - 40%,,,,,,,,Y,NZD,2.041164,Kg,,E-P-W-30-4,"Active Emitters, White, 4 pack, with 4 x 30 ft white plenum rated cables",Emitters,y,n,Current,Cambridge,,,,,1213,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,322.0482.900,FCC-1,EA,33,20,NZD MSRP - 40%,,,,,,,,N,NZD,0.113398,Kg,,FCC-1,Female/female coupler ,Sound Masking Accessories,n,n,Current,Cambridge,,,,,33,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,552.0208.900,HS-ACT,EA,70,42,NZD MSRP - 40%,,,,,,,,N,NZD,0.226796,Kg,,HS-ACT,68 mm acoustical ceiling tile hole saw ,Sound Masking Accessories,n,n,Current,Cambridge,,,,,70,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,552.0209.900,HS-DW,EA,70,42,NZD MSRP - 40%,,,,,,,,N,NZD,0.226796,Kg,,HS-DW,76 mm drywall hole saw ,Sound Masking Accessories,n,n,Current,Cambridge,,,,,70,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.1808.900,NPX G1040,EA,2842,1705,NZD MSRP - 40%,,,,,,,,Y,NZD,1.1,Kg,,NPX G1040,"4-button convenience paging station with gooseneck microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,,,2842,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1839.900,NPX G1100,EA,3025,1815,NZD MSRP - 40%,,,,,,,,Y,NZD,1.1,Kg,,NPX G1100,"10-button convenience paging station with gooseneck microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,,,3025,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1840.900,NPX H1040,EA,2842,1705,NZD MSRP - 40%,,,,,,,,Y,NZD,1.2,Kg,,NPX H1040,"4-button convenience paging station with handheld microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,,,2842,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.1841.900,NPX H1100,EA,3025,1815,NZD MSRP - 40%,,,,,,,,Y,NZD,1.2,Kg,,NPX H1100,"10-button convenience paging station with handheld microphone, tabletop or wall mount",Paging Stations,y,n,Current,Biamp,,,,,3025,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,330.0050.900,PI-AE,EA,303,182,NZD MSRP - 40%,,,,,,,,Y,NZD,0.226796,Kg,,PI-AE,Active emitter power injector,Sound Masking Accessories,n,n,Current,Cambridge,,,,,303,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0962.900,PM-B,EA,230,138,NZD MSRP - 40%,,,,,,,,N,NZD,0.226796,Kg,,PM-B,"Pendant Mount - black (priced individually, but sold in packs of 4)",Mounts/Brackets,n,n,Current,Cambridge,,,,,230,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0963.900,PM-W,EA,230,138,NZD MSRP - 40%,,,,,,,,N,NZD,0.226796,Kg,,PM-W,"Pendant Mount - white (priced individually, but sold in packs of 4)",Mounts/Brackets,n,n,Current,Cambridge,,,,,230,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,330.0051.900,PS-3,EA,193,116,NZD MSRP - 40%,,,,,,,,Y,NZD,0.340194,Kg,,PS-3,Qt-300/600 power supply & cord,Sound Masking Accessories,n,n,Current,Cambridge,,,,,193,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,330.0057.900,PS-4,EA,193,116,NZD MSRP - 40%,,,,,,,,Y,NZD,0.340194,Kg,,PS-4,Qt-100 power supply & cord,Sound Masking Accessories,n,n,Current,Cambridge,,,,,193,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0964.900,PS-AE-3,EA,1193,716,NZD MSRP - 40%,,,,,,,,Y,NZD,4.53592,Kg,,PS-AE-3,Active emitter power supply,Sound Masking Accessories,n,n,Current,Cambridge,,,,,1193,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0823.900,Qt 100,EA,1927,1156,NZD MSRP - 40%,,,,,,,,Y,NZD,0.907184,Kg,,Qt 100,"Qt-100, 1-zone sound masking control module",Control Modules,y,n,Current,Cambridge,,,,,1927,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,All control modules include a hole saw (HS-ACT) and the appropriate power supply,,,
Biamp Systems,914.0078.900,Qt X 300,EA,4667,2800,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 300,"Qt X Controller, 3 Qt Outputs",Control Modules,y,n,Current,Cambridge,,,,,4667,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914..0218.900,Qt X 300D,EA,5000,3000,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 300D,"Qt X Controller 3 Qt Outputs, Dante",Control Modules,y,n,Current,Cambridge,,,,,5000,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0069.900,Qt X 600,EA,6000,3600,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 600,"Qt X Controller, 6 Qt Outputs",Control Modules,y,n,Current,Cambridge,,,,,6000,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0217.900,Qt X 600D,EA,6500,3900,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 600D,"Qt X Controller, 6 Qt Outputs, Dante",Control Modules,y,n,Current,Cambridge,,,,,6500,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0216.900,Qt X 800,EA,2000,1200,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 800,"Qt X Controller, (8) 8 Ohm Outputs",Control Modules,y,n,Current,Cambridge,,,,,2000,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0220.900,Qt X 800D,EA,2333,1400,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 800D,"Qt X Controller, (8) 8 Ohm Outputs, Dante",Control Modules,y,n,Current,Cambridge,,,,,2333,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0085.900,Qt X 805,EA,4667,2800,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 805,"Qt X Controller, (8) 8 Ohm / Pre amp Outputs",Control Modules,y,n,Current,Cambridge,,,,,4667,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0219.900,Qt X 805D,EA,5000,3000,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Qt X 805D,"Qt X Controller, (8) 8 Ohm / Pre amp Outputs, Dante",Control Modules,y,n,Current,Cambridge,,,,,5000,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,909.1846.900,Qt X PLMT-KT,EA,123,74,NZD MSRP - 40%,,,,,,,,N,NZD,0.4,Kg,,Qt X PLMT-KT,Qt X Controller Plenum Mount Kit,Mounts/Brackets,n,n,Current,Cambridge,,,,,123,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.1847.900,Qt X PWR-KT-48V,EA,250,150,NZD MSRP - 40%,,,,,,,,N,NZD,0.7,Kg,,Qt X PWR-KT-48V,48V Power Supply Kit for Qt X 8XX models,Sound Masking Accessories,n,n,Current,Cambridge,,,,,250,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,909.1845.900,Qt X RMT-KT,EA,123,74,NZD MSRP - 40%,,,,,,,,N,NZD,0.6,Kg,,Qt X RMT-KT,Qt X Controller Rack Mount Kit,Mounts/Brackets,n,n,Current,Cambridge,,,,,123,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,909.1844.900,Qt X WMT-KT,EA,123,74,NZD MSRP - 40%,,,,,,,,N,NZD,0.8,Kg,,Qt X WMT-KT,Qt X Controller Wall Mount Kit,Mounts/Brackets,n,n,Current,Cambridge,,,,,123,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,,Qt-CC,EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,2.26796,Kg,,Qt-CC,Qt Command Center - Single User,Software,n,n,Current,Cambridge,,,,,0,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,The Qt Command Center is compatible with Qt 300 and Qt 600 running software version 5.1. or higher. Compatible with Windows 7 or higher.,,,
Biamp Systems,914.0714.900,QT-CRE,EA,6053,3632,NZD MSRP - 40%,,,,,,,,Y,NZD,3.40194,Kg,,QT-CRE,Qt Conference Room Edition,Sound Masking System,y,n,Current,Cambridge,,,,,6053,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0825.900,QT-HCE,EA,6053,3632,NZD MSRP - 40%,,,,,,,,Y,NZD,6.350288,Kg,,QT-HCE,Qt Conference Patient Privacy System,Sound Masking System,y,n,Current,Cambridge,,,,,6053,,,,,PO,Standard Freight,n,n,y,USA,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0861.900,QT-RC2,EA,450,270,NZD MSRP - 40%,,,,,,,,N,NZD,0.113398,Kg,,QT-RC2,In Room Volume Control with Decora Style Plate for the Qt-100 only,Sound Masking Accessories,n,n,Current,Cambridge,,,,,450,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0969.900,QT-RC3,EA,450,270,NZD MSRP - 40%,,,,,,,,N,NZD,0.113398,Kg,,QT-RC3,In Room Volume Control with Decora Style Plate for the Qt-300 and Qt-600,Sound Masking Accessories,n,n,Current,Cambridge,,,,,450,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.0651.900,REVAMP1120T,EA,1027,616,NZD MSRP - 40%,,,,,,44,120 cm x 80 cm x 170 cm,Y,NZD,4.6,Kg,,SPA-SCC100 10 Pack,"Class D amplifier 1 x 120 Watts (70/100 Volts or RMS @ 4 Ohms), convection cooled, 1 U, 19"" rackmount",Amplifiers,y,n,Current,Biamp,,,,,1027,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Accessory,,4911,,,,
Biamp Systems,914.0653.900,REVAMP2120T,EA,1173,704,NZD MSRP - 40%,,,,,,44,120 cm x 80 cm x 170 cm,Y,NZD,6.1,Kg,,SPH16,"2 Channel class D amplifier 2 x 120 Watts (70/100 Volts or RMS @ 4 Ohms) or in bridge mode 1 x 240 Watts (70/100 Volts or RMS @ 8 Ohms), convection cooled, 1 U, 19"" rackmount",Amplifiers,y,n,Current,Biamp,,,,,1173,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,914.0656.900,REVAMP4120T,EA,2387,1432,NZD MSRP - 40%,,,,,,32,120 cm x 100 cm x 190 cm,Y,NZD,12.1,Kg,,SPH20,"4 Channel class D amplifier 4 x 120 Watts (70/100 Volts or RMS @ 4 Ohms) or in bridge mode 2 x 240 Watts (70/100 Volts or RMS @ 8 Ohms), combined convection and fan cooling, 2 U, 19"" rackmount",Amplifiers,y,n,Current,Biamp,,,,,2387,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,310.0200.900,SP-1-2,EA,87,52,NZD MSRP - 40%,,,,,,,,N,NZD,0.113398,Kg,,SP-1-2,Two way splitter - for use with Standard emitters only.,Sound Masking Accessories,n,n,Current,Cambridge,,,,,87,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,310.0201.900,SP-1-4,EA,107,64,NZD MSRP - 40%,,,,,,,,N,NZD,0.113398,Kg,,SP-1-4,Four way splitter - for use with Standard emitters only.,Sound Masking Accessories,n,n,Current,Cambridge,,,,,107,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,330.0071.900,SQT-1,EA,550,330,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,SQT-1,"Sonet Qt, individual sound masking system for up to 200 sq ft.",Inidividual Sound Masking System,y,n,Current,Cambridge,,,,,550,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,911.0863.900,SQT-E,EA,203,122,NZD MSRP - 40%,,,,,,,,N,NZD,0.907184,Kg,,SQT-E,"Sonet Qt extension kit, providing an additional 200 sqft of coverage. For SQT-1 only.",Inidividual Sound Masking System,n,n,Current,Cambridge,,,,,203,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Cambridge,,4911,,,,
Biamp Systems,914.1948.900,Voltera A 300.2,EA,1667,1000,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,#VALUE!,"Two-channel, 300-watt analog amplifier",Amplifier,y,n,Current,Voltera,,,,,1667,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Voltera,,4911,,,,
Biamp Systems,914.1949.900,Voltera A 300.4,EA,2167,1300,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,#VALUE!,"Four-channel, 300-watt analog amplifier",Amplifier,y,n,Current,Voltera,,,,,2167,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Voltera,,4911,,,,
Biamp Systems,914.1946.900,Voltera A 600.2,EA,2167,1300,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,#VALUE!,"Two-channel, 600-watt analog amplifier",Amplifier,y,n,Current,Voltera,,,,,2167,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Voltera,,4911,,,,
Biamp Systems,914.1947.900,Voltera A 600.4,EA,2833,1700,NZD MSRP - 40%,,,,,,,,,NZD,,Kg,,#VALUE!,"Four-channel, 600-watt analog amplifier",Amplifier,y,n,Current,Voltera,,,,,2833,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Voltera,,4911,,,,
